Country,Lat,Long,Date,Confirmed_cases,Dead,Recovered,Daily_case
Nigeria,9.082,8.6753,2020-02-26,0,0,0,0
Nigeria,9.082,8.6753,2020-02-27,0,0,0,0
Nigeria,9.082,8.6753,2020-02-28,1,0,0,1
Nigeria,9.082,8.6753,2020-02-29,1,0,0,0
Nigeria,9.082,8.6753,2020-03-01,1,0,0,0
Nigeria,9.082,8.6753,2020-03-02,1,0,0,0
Nigeria,9.082,8.6753,2020-03-03,1,0,0,0
Nigeria,9.082,8.6753,2020-03-04,1,0,0,0
Nigeria,9.082,8.6753,2020-03-05,1,0,0,0
Nigeria,9.082,8.6753,2020-03-06,1,0,0,0
Nigeria,9.082,8.6753,2020-03-07,1,0,0,0
Nigeria,9.082,8.6753,2020-03-08,1,0,0,0
Nigeria,9.082,8.6753,2020-03-09,2,0,0,1
Nigeria,9.082,8.6753,2020-03-10,2,0,0,0
Nigeria,9.082,8.6753,2020-03-11,2,0,0,0
Nigeria,9.082,8.6753,2020-03-12,2,0,0,0
Nigeria,9.082,8.6753,2020-03-13,2,0,0,0
Nigeria,9.082,8.6753,2020-03-14,2,0,0,0
Nigeria,9.082,8.6753,2020-03-15,2,0,0,0
Nigeria,9.082,8.6753,2020-03-16,2,0,0,0
Nigeria,9.082,8.6753,2020-03-17,3,0,0,1
Nigeria,9.082,8.6753,2020-03-18,8,0,1,5
Nigeria,9.082,8.6753,2020-03-19,8,0,1,0
Nigeria,9.082,8.6753,2020-03-20,12,0,1,4
Nigeria,9.082,8.6753,2020-03-21,22,0,1,10
Nigeria,9.082,8.6753,2020-03-22,30,0,2,8
Nigeria,9.082,8.6753,2020-03-23,40,1,2,10
Nigeria,9.082,8.6753,2020-03-24,44,1,2,4
Nigeria,9.082,8.6753,2020-03-25,51,1,2,7
Nigeria,9.082,8.6753,2020-03-26,65,1,2,14
Nigeria,9.082,8.6753,2020-03-27,70,1,3,5
Nigeria,9.082,8.6753,2020-03-28,89,1,3,19
Nigeria,9.082,8.6753,2020-03-29,111,1,3,22
Nigeria,9.082,8.6753,2020-03-30,131,2,8,20
Nigeria,9.082,8.6753,2020-03-31,135,2,8,4
Nigeria,9.082,8.6753,2020-04-01,174,2,9,39
Nigeria,9.082,8.6753,2020-04-02,184,2,20,10
Nigeria,9.082,8.6753,2020-04-03,210,4,25,26
Nigeria,9.082,8.6753,2020-04-04,214,4,25,4
Nigeria,9.082,8.6753,2020-04-05,232,5,33,18
Nigeria,9.082,8.6753,2020-04-06,238,5,35,6
Nigeria,9.082,8.6753,2020-04-07,254,6,44,16
Nigeria,9.082,8.6753,2020-04-08,276,6,44,22
Nigeria,9.082,8.6753,2020-04-09,288,7,51,12
Nigeria,9.082,8.6753,2020-04-10,305,7,58,17
Nigeria,9.082,8.6753,2020-04-11,318,10,70,13
Nigeria,9.082,8.6753,2020-04-12,323,10,85,5
Nigeria,9.082,8.6753,2020-04-13,343,10,91,20
Nigeria,9.082,8.6753,2020-04-14,373,11,99,30
Nigeria,9.082,8.6753,2020-04-15,407,12,128,34
Nigeria,9.082,8.6753,2020-04-16,442,13,152,35
Nigeria,9.082,8.6753,2020-04-17,493,17,159,51
Nigeria,9.082,8.6753,2020-04-18,542,19,166,49
Nigeria,9.082,8.6753,2020-04-19,627,21,170,85
Nigeria,9.082,8.6753,2020-04-20,665,22,188,38
Nigeria,9.082,8.6753,2020-04-21,665,22,188,0
Nigeria,9.082,8.6753,2020-04-22,873,28,197,208
Nigeria,9.082,8.6753,2020-04-23,981,31,197,108
Sierra Leone,8.460555000000001,-11.779889,2020-01-22,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-23,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-24,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-25,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-26,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-27,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-28,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-29,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-30,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-01-31,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-01,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-02,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-03,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-04,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-05,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-06,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-07,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-08,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-09,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-10,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-11,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-12,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-13,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-14,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-15,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-16,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-17,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-18,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-19,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-20,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-21,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-22,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-23,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-24,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-25,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-26,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-27,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-28,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-02-29,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-01,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-02,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-03,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-04,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-05,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-06,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-07,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-08,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-09,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-10,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-11,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-12,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-13,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-14,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-15,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-16,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-17,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-18,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-19,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-20,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-21,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-22,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-23,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-24,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-25,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-26,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-27,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-28,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-29,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-30,0,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-03-31,1,0,0,1
Sierra Leone,8.460555000000001,-11.779889,2020-04-01,2,0,0,1
Sierra Leone,8.460555000000001,-11.779889,2020-04-02,2,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-03,2,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-04,4,0,0,2
Sierra Leone,8.460555000000001,-11.779889,2020-04-05,6,0,0,2
Sierra Leone,8.460555000000001,-11.779889,2020-04-06,6,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-07,6,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-08,7,0,0,1
Sierra Leone,8.460555000000001,-11.779889,2020-04-09,7,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-10,8,0,0,1
Sierra Leone,8.460555000000001,-11.779889,2020-04-11,8,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-12,10,0,0,2
Sierra Leone,8.460555000000001,-11.779889,2020-04-13,10,0,0,0
Sierra Leone,8.460555000000001,-11.779889,2020-04-14,11,0,0,1
Sierra Leone,8.460555000000001,-11.779889,2020-04-15,13,0,0,2
Sierra Leone,8.460555000000001,-11.779889,2020-04-16,15,0,0,2
Sierra Leone,8.460555000000001,-11.779889,2020-04-17,26,0,0,11
Sierra Leone,8.460555000000001,-11.779889,2020-04-18,30,0,0,4
Sierra Leone,8.460555000000001,-11.779889,2020-04-19,35,0,6,5
Sierra Leone,8.460555000000001,-11.779889,2020-04-20,43,0,6,8
Sierra Leone,8.460555000000001,-11.779889,2020-04-21,50,0,6,7
Sierra Leone,8.460555000000001,-11.779889,2020-04-22,61,0,6,11
Sierra Leone,8.460555000000001,-11.779889,2020-04-23,64,1,10,3
Senegal,14.4974,-14.4524,2020-01-22,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-23,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-24,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-25,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-26,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-27,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-28,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-29,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-30,0,0,0,0
Senegal,14.4974,-14.4524,2020-01-31,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-01,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-02,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-03,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-04,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-05,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-06,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-07,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-08,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-09,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-10,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-11,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-12,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-13,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-14,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-15,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-16,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-17,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-18,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-19,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-20,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-21,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-22,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-23,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-24,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-25,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-26,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-27,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-28,0,0,0,0
Senegal,14.4974,-14.4524,2020-02-29,0,0,0,0
Senegal,14.4974,-14.4524,2020-03-01,0,0,0,0
Senegal,14.4974,-14.4524,2020-03-02,1,0,0,1
Senegal,14.4974,-14.4524,2020-03-03,2,0,0,1
Senegal,14.4974,-14.4524,2020-03-04,4,0,0,2
Senegal,14.4974,-14.4524,2020-03-05,4,0,0,0
Senegal,14.4974,-14.4524,2020-03-06,4,0,0,0
Senegal,14.4974,-14.4524,2020-03-07,4,0,0,0
Senegal,14.4974,-14.4524,2020-03-08,4,0,1,0
Senegal,14.4974,-14.4524,2020-03-09,4,0,1,0
Senegal,14.4974,-14.4524,2020-03-10,4,0,1,0
Senegal,14.4974,-14.4524,2020-03-11,4,0,1,0
Senegal,14.4974,-14.4524,2020-03-12,4,0,1,0
Senegal,14.4974,-14.4524,2020-03-13,10,0,1,6
Senegal,14.4974,-14.4524,2020-03-14,10,0,1,0
Senegal,14.4974,-14.4524,2020-03-15,24,0,1,14
Senegal,14.4974,-14.4524,2020-03-16,24,0,2,0
Senegal,14.4974,-14.4524,2020-03-17,26,0,2,2
Senegal,14.4974,-14.4524,2020-03-18,31,0,2,5
Senegal,14.4974,-14.4524,2020-03-19,31,0,2,0
Senegal,14.4974,-14.4524,2020-03-20,38,0,2,7
Senegal,14.4974,-14.4524,2020-03-21,47,0,5,9
Senegal,14.4974,-14.4524,2020-03-22,67,0,5,20
Senegal,14.4974,-14.4524,2020-03-23,79,0,5,12
Senegal,14.4974,-14.4524,2020-03-24,86,0,8,7
Senegal,14.4974,-14.4524,2020-03-25,99,0,9,13
Senegal,14.4974,-14.4524,2020-03-26,105,0,9,6
Senegal,14.4974,-14.4524,2020-03-27,119,0,11,14
Senegal,14.4974,-14.4524,2020-03-28,130,0,18,11
Senegal,14.4974,-14.4524,2020-03-29,142,0,27,12
Senegal,14.4974,-14.4524,2020-03-30,162,0,27,20
Senegal,14.4974,-14.4524,2020-03-31,175,0,40,13
Senegal,14.4974,-14.4524,2020-04-01,190,1,45,15
Senegal,14.4974,-14.4524,2020-04-02,195,1,55,5
Senegal,14.4974,-14.4524,2020-04-03,207,1,66,12
Senegal,14.4974,-14.4524,2020-04-04,219,2,72,12
Senegal,14.4974,-14.4524,2020-04-05,222,2,82,3
Senegal,14.4974,-14.4524,2020-04-06,226,2,92,4
Senegal,14.4974,-14.4524,2020-04-07,237,2,105,11
Senegal,14.4974,-14.4524,2020-04-08,244,2,113,7
Senegal,14.4974,-14.4524,2020-04-09,250,2,123,6
Senegal,14.4974,-14.4524,2020-04-10,265,2,137,15
Senegal,14.4974,-14.4524,2020-04-11,278,2,152,13
Senegal,14.4974,-14.4524,2020-04-12,280,2,171,2
Senegal,14.4974,-14.4524,2020-04-13,291,2,178,11
Senegal,14.4974,-14.4524,2020-04-14,299,2,183,8
Senegal,14.4974,-14.4524,2020-04-15,314,2,190,15
Senegal,14.4974,-14.4524,2020-04-16,335,2,194,21
Senegal,14.4974,-14.4524,2020-04-17,342,2,198,7
Senegal,14.4974,-14.4524,2020-04-18,350,3,211,8
Senegal,14.4974,-14.4524,2020-04-19,367,3,220,17
Senegal,14.4974,-14.4524,2020-04-20,377,5,235,10
Senegal,14.4974,-14.4524,2020-04-21,412,5,242,35
Senegal,14.4974,-14.4524,2020-04-22,442,6,253,30
Senegal,14.4974,-14.4524,2020-04-23,479,6,257,37
Togo,8.6195,0.8248,2020-01-22,0,0,0,0
Togo,8.6195,0.8248,2020-01-23,0,0,0,0
Togo,8.6195,0.8248,2020-01-24,0,0,0,0
Togo,8.6195,0.8248,2020-01-25,0,0,0,0
Togo,8.6195,0.8248,2020-01-26,0,0,0,0
Togo,8.6195,0.8248,2020-01-27,0,0,0,0
Togo,8.6195,0.8248,2020-01-28,0,0,0,0
Togo,8.6195,0.8248,2020-01-29,0,0,0,0
Togo,8.6195,0.8248,2020-01-30,0,0,0,0
Togo,8.6195,0.8248,2020-01-31,0,0,0,0
Togo,8.6195,0.8248,2020-02-01,0,0,0,0
Togo,8.6195,0.8248,2020-02-02,0,0,0,0
Togo,8.6195,0.8248,2020-02-03,0,0,0,0
Togo,8.6195,0.8248,2020-02-04,0,0,0,0
Togo,8.6195,0.8248,2020-02-05,0,0,0,0
Togo,8.6195,0.8248,2020-02-06,0,0,0,0
Togo,8.6195,0.8248,2020-02-07,0,0,0,0
Togo,8.6195,0.8248,2020-02-08,0,0,0,0
Togo,8.6195,0.8248,2020-02-09,0,0,0,0
Togo,8.6195,0.8248,2020-02-10,0,0,0,0
Togo,8.6195,0.8248,2020-02-11,0,0,0,0
Togo,8.6195,0.8248,2020-02-12,0,0,0,0
Togo,8.6195,0.8248,2020-02-13,0,0,0,0
Togo,8.6195,0.8248,2020-02-14,0,0,0,0
Togo,8.6195,0.8248,2020-02-15,0,0,0,0
Togo,8.6195,0.8248,2020-02-16,0,0,0,0
Togo,8.6195,0.8248,2020-02-17,0,0,0,0
Togo,8.6195,0.8248,2020-02-18,0,0,0,0
Togo,8.6195,0.8248,2020-02-19,0,0,0,0
Togo,8.6195,0.8248,2020-02-20,0,0,0,0
Togo,8.6195,0.8248,2020-02-21,0,0,0,0
Togo,8.6195,0.8248,2020-02-22,0,0,0,0
Togo,8.6195,0.8248,2020-02-23,0,0,0,0
Togo,8.6195,0.8248,2020-02-24,0,0,0,0
Togo,8.6195,0.8248,2020-02-25,0,0,0,0
Togo,8.6195,0.8248,2020-02-26,0,0,0,0
Togo,8.6195,0.8248,2020-02-27,0,0,0,0
Togo,8.6195,0.8248,2020-02-28,0,0,0,0
Togo,8.6195,0.8248,2020-02-29,0,0,0,0
Togo,8.6195,0.8248,2020-03-01,0,0,0,0
Togo,8.6195,0.8248,2020-03-02,0,0,0,0
Togo,8.6195,0.8248,2020-03-03,0,0,0,0
Togo,8.6195,0.8248,2020-03-04,0,0,0,0
Togo,8.6195,0.8248,2020-03-05,0,0,0,0
Togo,8.6195,0.8248,2020-03-06,1,0,0,1
Togo,8.6195,0.8248,2020-03-07,1,0,0,0
Togo,8.6195,0.8248,2020-03-08,1,0,0,0
Togo,8.6195,0.8248,2020-03-09,1,0,0,0
Togo,8.6195,0.8248,2020-03-10,1,0,0,0
Togo,8.6195,0.8248,2020-03-11,1,0,0,0
Togo,8.6195,0.8248,2020-03-12,1,0,0,0
Togo,8.6195,0.8248,2020-03-13,1,0,0,0
Togo,8.6195,0.8248,2020-03-14,1,0,0,0
Togo,8.6195,0.8248,2020-03-15,1,0,0,0
Togo,8.6195,0.8248,2020-03-16,1,0,0,0
Togo,8.6195,0.8248,2020-03-17,1,0,0,0
Togo,8.6195,0.8248,2020-03-18,1,0,0,0
Togo,8.6195,0.8248,2020-03-19,1,0,0,0
Togo,8.6195,0.8248,2020-03-20,9,0,1,8
Togo,8.6195,0.8248,2020-03-21,16,0,1,7
Togo,8.6195,0.8248,2020-03-22,16,0,1,0
Togo,8.6195,0.8248,2020-03-23,18,0,1,2
Togo,8.6195,0.8248,2020-03-24,20,0,1,2
Togo,8.6195,0.8248,2020-03-25,23,0,1,3
Togo,8.6195,0.8248,2020-03-26,23,0,1,0
Togo,8.6195,0.8248,2020-03-27,25,1,1,2
Togo,8.6195,0.8248,2020-03-28,25,1,1,0
Togo,8.6195,0.8248,2020-03-29,25,1,1,0
Togo,8.6195,0.8248,2020-03-30,30,1,1,5
Togo,8.6195,0.8248,2020-03-31,34,1,10,4
Togo,8.6195,0.8248,2020-04-01,36,2,10,2
Togo,8.6195,0.8248,2020-04-02,39,2,17,3
Togo,8.6195,0.8248,2020-04-03,40,3,17,1
Togo,8.6195,0.8248,2020-04-04,41,3,17,1
Togo,8.6195,0.8248,2020-04-05,44,3,20,3
Togo,8.6195,0.8248,2020-04-06,58,3,23,14
Togo,8.6195,0.8248,2020-04-07,65,3,23,7
Togo,8.6195,0.8248,2020-04-08,70,3,23,5
Togo,8.6195,0.8248,2020-04-09,73,3,24,3
Togo,8.6195,0.8248,2020-04-10,76,3,25,3
Togo,8.6195,0.8248,2020-04-11,76,3,25,0
Togo,8.6195,0.8248,2020-04-12,76,3,29,0
Togo,8.6195,0.8248,2020-04-13,77,3,29,1
Togo,8.6195,0.8248,2020-04-14,77,3,32,0
Togo,8.6195,0.8248,2020-04-15,81,3,35,4
Togo,8.6195,0.8248,2020-04-16,81,5,45,0
Togo,8.6195,0.8248,2020-04-17,83,5,48,2
Togo,8.6195,0.8248,2020-04-18,84,5,49,1
Togo,8.6195,0.8248,2020-04-19,84,5,52,0
Togo,8.6195,0.8248,2020-04-20,84,6,53,0
Togo,8.6195,0.8248,2020-04-21,86,6,56,2
Togo,8.6195,0.8248,2020-04-22,88,6,56,2
Togo,8.6195,0.8248,2020-04-23,88,6,59,0
